iri	iri label	attribute	attribute label	entity	entity label	
http://purl.obolibrary.org/obo/TO_0000786	reproductive shoot system morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025082	
http://purl.obolibrary.org/obo/TO_0000017	plant morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025131	
http://purl.obolibrary.org/obo/TO_0000876	spine leaf morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025173	
http://purl.obolibrary.org/obo/TO_0000921	infructescence axis morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025242	
http://purl.obolibrary.org/obo/TO_0000807	pseudostem morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025248	
http://purl.obolibrary.org/obo/TO_0000841	collective organ part structure morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025269	
http://purl.obolibrary.org/obo/TO_0000771	embryo hypocotyl morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025290	
http://purl.obolibrary.org/obo/TO_0000769	seedling hypocotyl morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025291	
http://purl.obolibrary.org/obo/TO_0000773	embryo mesocotyl morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025294	
http://purl.obolibrary.org/obo/TO_0000772	seedling mesocotyl morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025295	
http://purl.obolibrary.org/obo/TO_0002718	awn morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025349	
http://purl.obolibrary.org/obo/TO_0000862	floral organ morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025395	
http://purl.obolibrary.org/obo/TO_0000775	plant embryo cotyledon morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025470	
http://purl.obolibrary.org/obo/TO_0000774	seedling cotyledon morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025471	
http://purl.obolibrary.org/obo/TO_1000007	tuberous root tuber morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025476	
http://purl.obolibrary.org/obo/TO_0000836	multi-tissue plant structure morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025496	
http://purl.obolibrary.org/obo/TO_0000840	collective plant structure morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025497	
http://purl.obolibrary.org/obo/TO_1000013	leaf lamina lobe morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025517	
http://purl.obolibrary.org/obo/TO_0000741	tuber morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025522	
http://purl.obolibrary.org/obo/TO_0000976	ear infructescence morphology trait	http://purl.obolibrary.org/obo/PATO_0001241	physical object quality	http://purl.obolibrary.org/obo/PO_0025597	
